Location,Latitude,Longitude,Business,id,Business Latitude,Business Longitude,Business Category,Likes
Bucktown,41.926897,-87.676661,Vienna Beef Factory Store & Cafe,4b2fc693f964a520b0ef24e3,41.92613596806364,-87.67765075169113,Hot Dogs,89
Bucktown,41.926897,-87.676661,CRĪO,5355d7bb498eeed72bc2a0b7,41.927030215037654,-87.6720636738464,Latin American,34
Bucktown,41.926897,-87.676661,Taco Bell,4a7bbb8ff964a520b7eb1fe3,41.92857738341024,-87.67329644694216,Fast Food,111
Bucktown,41.926897,-87.676661,The Bristol,49ebe3cbf964a5203f671fe3,41.921222830216244,-87.67775783701444,New American,229
Bucktown,41.926897,-87.676661,Asian Cajun,56b2b238498ec9031ecf5c13,41.926061040342056,-87.66843413980497,Seafood,17
Bucktown,41.926897,-87.676661,Rapidito Colombian Gourmet Bites,52db3654498ed2f60bcd75b3,41.932009,-87.6748,South American,7
Bucktown,41.926897,-87.676661,Popeyes Louisiana Kitchen,4b4007b2f964a52082b425e3,41.924845113572324,-87.67747336651581,Fried Chicken,22
Bucktown,41.926897,-87.676661,Subway,4c1a46e83b2ab713fef13225,41.92587231947368,-87.67296560669789,Sandwiches,1
Bucktown,41.926897,-87.676661,Cook Au Vin,4c00653f34ccc9287c8ce1cd,41.92258365283513,-87.67402895747122,French,9
Bucktown,41.926897,-87.676661,Panda Express,4dd867bb52b1a5c64465f963,41.92699440973743,-87.67345006716221,Chinese,33
Bucktown,41.926897,-87.676661,SUBWAY,4b89939ff964a5202e4332e3,41.924870814973225,-87.67655977620655,Sandwiches,2
Bucktown,41.926897,-87.676661,El Presidente Restaurante,4ab6ed8ef964a5207f7920e3,41.92869211997064,-87.66823578546776,Mexican,34
Bucktown,41.926897,-87.676661,The Breakfast Lounge,55fd7894498e141bd77e5d58,41.9249565932554,-87.6690199737506,Breakfast,11
Bucktown,41.926897,-87.676661,Wendy's,4a777040f964a5207ce41fe3,41.92375837206196,-87.66866780360033,Fast Food,53
Bucktown,41.926897,-87.676661,McDonald's,4b5a5337f964a52053bd28e3,41.92476161797875,-87.67192616129017,Fast Food,25
Bucktown,41.926897,-87.676661,Domino's Pizza,586e106952893005f6e3dd90,41.925386,-87.66934599999998,Pizza,1
Bucktown,41.926897,-87.676661,Subway,4cb6374655af224be83e987e,41.93136508460731,-87.67759025777028,Sandwiches,1
Bucktown,41.926897,-87.676661,Subway,4d72a34fbce5721eb456d115,41.9289293157847,-87.68151175168668,Sandwiches,5
Bucktown,41.926897,-87.676661,Urban Vegan,50032670e4b023056e2b2718,41.92514944074914,-87.66777327063173,Vegetarian / Vegan,20
Bucktown,41.926897,-87.676661,KFC,4e4e1925bd4101d0d7a23161,41.92515808934725,-87.67545208199402,Fast Food,0
Bucktown,41.926897,-87.676661,Lokal,55a9b049498e336ef757bfaa,41.92700286688361,-87.66834979201954,American,16
Bucktown,41.926897,-87.676661,Chromium,59d915d0a0215b57808d5e99,41.925816056144704,-87.67953378313723,Restaurant,2
Bucktown,41.926897,-87.676661,Coscto Bakery,504e2b4be4b0f228d97d23fc,41.92955947251204,-87.67736043102488,Bakery,1
Bucktown,41.926897,-87.676661,Captain Hooks and Firehouse,4d9ba4c9f41ba143af57e5b3,41.925046,-87.6729,Fried Chicken,0
Bucktown,41.926897,-87.676661,Paulines Breakfast,4d0a42caacd4a1cdae068193,41.92525398244922,-87.67257272735313,Breakfast,0
Bucktown,41.926897,-87.676661,Luscious Layers Bakery,4b0c59bdf964a520a53b23e3,41.923281,-87.677513,Bakery,2
Bucktown,41.926897,-87.676661,Red Hot Chicago @ Home Depot,4e7275af45dd53858e8550a7,41.927425153829994,-87.68314801376353,Hot Dogs,1
Bucktown,41.926897,-87.676661,Taco Burrito House,4b5ac619f964a5200ad428e3,41.92518547826193,-87.66764548633905,Mexican,10
Bucktown,41.926897,-87.676661,Hexe Coffee Co.,5d9158753b659800084f4d03,41.932520731296776,-87.67895042896271,Café,2
Bucktown,41.926897,-87.676661,Shakespeare St Shakedown II,576cb69b498e1428db66a5d6,41.92094,-87.67939399999999,Dumplings,1
Bucktown,41.926897,-87.676661,Kinnaree Thai Kitchen,57254f17498e49d09d20ad87,41.92561345809133,-87.66808962397259,Asian,2
Bucktown,41.926897,-87.676661,The Tamale Guy (Blue),58ccc3a96ad5a131a7b55863,41.92198766986228,-87.6827796515665,Food Truck,0
Bucktown,41.926897,-87.676661,Buna Time Cafe,5a1af3d9c824ae54c3bead5d,41.925313,-87.667817,Café,2
Bucktown,41.926897,-87.676661,The Vegan Plate,56e60e28498e556c8b65bfc0,41.925406,-87.667642,Vegetarian / Vegan,4
Bucktown,41.926897,-87.676661,DRB's Pizzeria,4d124ba2f58560fc25fb6ac2,41.9318359578416,-87.68337450767376,Pizza,0
Boystown,41.943883299999996,-87.64926690000001,Chicago Diner,40be6a00f964a520cd001fe3,41.943807151923814,-87.64929330584162,Vegetarian / Vegan,409
Boystown,41.943883299999996,-87.64926690000001,Yoshi's Cafe,4b78c82af964a52024e22ee3,41.94169355603553,-87.64924182512209,Japanese,58
Boystown,41.943883299999996,-87.64926690000001,Rollapalooza,4ad7d3baf964a520220f21e3,41.943154443845216,-87.64942049838366,Sushi,55
Boystown,41.943883299999996,-87.64926690000001,Taco & Burrito Palace,4b5169caf964a520c14c27e3,41.94565337549072,-87.6494639285085,Mexican,77
Boystown,41.943883299999996,-87.64926690000001,Mia Francesca,4a57cef5f964a520dcb61fe3,41.94209475744125,-87.65239219169882,Italian,109
Boystown,41.943883299999996,-87.64926690000001,Wood,4faef5e1e4b0e047b237877c,41.9427740506565,-87.64929405097924,New American,154
Boystown,41.943883299999996,-87.64926690000001,Ann Sather,4a88da93f964a520b20720e3,41.94381810000001,-87.6448901,Scandinavian,133
Boystown,41.943883299999996,-87.64926690000001,lowcountry,55f8aa88498ea94e9ef167b9,41.94280972054155,-87.65307711368149,Cajun / Creole,60
Boystown,41.943883299999996,-87.64926690000001,Pick Me Up Café,40b68100f964a5206d001fe3,41.943870844721374,-87.65395740836273,Diner,268
Boystown,41.943883299999996,-87.64926690000001,Esencia Urban Kitchen,515f06d4e4b05dd475841ac7,41.943257238174965,-87.6446846166449,Mexican,39
Boystown,41.943883299999996,-87.64926690000001,Stan's Donuts & Coffee,574059ef498e6a948ca72579,41.94195471233391,-87.64454162300413,Donuts,75
Boystown,41.943883299999996,-87.64926690000001,Angelina Ristorante,4a7eff78f964a52071f21fe3,41.94721838146747,-87.64710828309444,Italian,114
Boystown,41.943883299999996,-87.64926690000001,Maison Parisienne,57ed31ce498e99a50a0cf8a3,41.94192422108425,-87.65233070193085,Café,21
Boystown,41.943883299999996,-87.64926690000001,El Mariachi,4af61f9df964a520740122e3,41.943818504437935,-87.64515894596417,Mexican,39
Boystown,41.943883299999996,-87.64926690000001,Dimo's Pizza,4a3b2be5f964a52098a01fe3,41.945112739338335,-87.65473043361298,Pizza,230
Boystown,41.943883299999996,-87.64926690000001,Sushi+ Rotary Sushi Bar,59e8d4f5dff8150ccd1bd502,41.94067888990985,-87.64431160760954,Sushi,48
Boystown,41.943883299999996,-87.64926690000001,Kanela Breakfast Club,4d5eb6b629ef236ad8ef8f59,41.94085299397243,-87.6512807121793,Breakfast,129
Boystown,41.943883299999996,-87.64926690000001,Ann Sather,4b2540fef964a520c76e24e3,41.93993605949624,-87.65196752509047,Scandinavian,275
Boystown,41.943883299999996,-87.64926690000001,hutch,51e5f893498ee81b4a65dfce,41.941925,-87.652046,New American,172
Boystown,41.943883299999996,-87.64926690000001,Venicci Pizza,57b665b8498eebea25e8824d,41.943087339170425,-87.6492750237047,Pizza,7
Boystown,41.943883299999996,-87.64926690000001,Potbelly Sandwich Shop,4aec80cff964a520fbc721e3,41.94009646495011,-87.65260108737074,Sandwiches,43
Boystown,41.943883299999996,-87.64926690000001,Cheesie's Pub and Grub,4dc307d6e4cd169dc610480a,41.93999136349621,-87.65377707238731,Sandwiches,522
Boystown,41.943883299999996,-87.64926690000001,bopNgrill,55b171ce498ecddd7fca4536,41.939947810679115,-87.65251791070263,Korean,41
Boystown,41.943883299999996,-87.64926690000001,Cozy Noodles & Rice,4ad6978cf964a520ed0721e3,41.94526903560607,-87.65431632484676,Thai,128
Boystown,41.943883299999996,-87.64926690000001,Wakamono,4a1dd042f964a520997b1fe3,41.94244775650496,-87.64450447304806,Sushi,67
Boystown,41.943883299999996,-87.64926690000001,Blaze Pizza,52b38f10498e1bf64a63ec17,41.939808246971346,-87.65360959172489,Pizza,205
Boystown,41.943883299999996,-87.64926690000001,Matsuya,4fcacd4ae4b09ba63b708f23,41.94099775689747,-87.6515907207738,Japanese,20
Boystown,41.943883299999996,-87.64926690000001,Panino's,4bf02d90f831c9286aae01f2,41.94940556664336,-87.64901442911085,Pizza,45
Boystown,41.943883299999996,-87.64926690000001,DS Tequila Company,4c1fcd7182109c74d231d459,41.94335670554691,-87.64953120432547,Tacos,241
Boystown,41.943883299999996,-87.64926690000001,Cafe L'Appetito,5560d3ff498ee79eb47bd368,41.94268776252096,-87.64456567940438,Deli / Bodega,25
Boystown,41.943883299999996,-87.64926690000001,Brazilian Bowl Grill,4faeae36e4b08260e3fdcc33,41.940211301654905,-87.64436651023857,Brazilian,126
Boystown,41.943883299999996,-87.64926690000001,Chicago Bagel Authority,4dc6ed79c65b89d3ca93ea04,41.93985939665621,-87.65381648728662,Bagels,181
Boystown,41.943883299999996,-87.64926690000001,Irie Tavern,58d7113d0393cc26f4cde0ae,41.943787,-87.65401,Restaurant,6
Boystown,41.943883299999996,-87.64926690000001,Al's #1 Italian Beef,4d8bc074761e224b141ac329,41.9440346964646,-87.6540981750418,Sandwiches,70
Boystown,41.943883299999996,-87.64926690000001,Ping Pong,4a68c120f964a520edca1fe3,41.94253185806205,-87.6445510515147,Asian,70
Boystown,41.943883299999996,-87.64926690000001,Bistro 750,58e6c5cee03e570bfc70f504,41.94553626124706,-87.64903801765747,Restaurant,9
Boystown,41.943883299999996,-87.64926690000001,Jennivee's Bakery,58a8cde10393cc231e7a2b90,41.94181914533175,-87.65418329513996,Bakery,14
Boystown,41.943883299999996,-87.64926690000001,IDOF,53c46a14498e2f971be228c0,41.939872230103695,-87.65126345601713,Mediterranean,32
Boystown,41.943883299999996,-87.64926690000001,BIG & little's Restaurant,52febe12498e01f87e3002b2,41.939995540705794,-87.65532611799436,Tacos,249
Boystown,41.943883299999996,-87.64926690000001,Lucky's Sandwich Co.,4a708111f964a5209cd71fe3,41.945344542628376,-87.65510197917357,Sandwiches,113
Boystown,41.943883299999996,-87.64926690000001,Do-Rite Donuts & Chicken,5c06c8c154b7a90025a55cea,41.947235986612725,-87.65497950834744,Donuts,10
Boystown,41.943883299999996,-87.64926690000001,Ms. T's Southern Fried Chicken,571bde12498eacb711fcd81d,41.943004,-87.6444,Southern / Soul,12
Boystown,41.943883299999996,-87.64926690000001,Krung Thep Thai Cuisine,53c60555498e397b12a7f673,41.940186126420635,-87.64919559479631,Thai,18
Boystown,41.943883299999996,-87.64926690000001,Chipotle Mexican Grill,4a08857cf964a520da731fe3,41.939922888732994,-87.64426922086676,Mexican,101
Boystown,41.943883299999996,-87.64926690000001,Native Foods,4e569102c65be3cea467f7de,41.939816945799045,-87.6550662864349,Vegetarian / Vegan,175
Boystown,41.943883299999996,-87.64926690000001,ZamZam,5372f2d511d2dcdb7f559d70,41.94508429793915,-87.6547567646194,Middle Eastern,21
Boystown,41.943883299999996,-87.64926690000001,Khyber Pass,562987d2498e027ba6c80810,41.93828905106943,-87.6492813295678,Indian,13
Boystown,41.943883299999996,-87.64926690000001,Shiawase Japanese Restaurant,548778a9498e19bef4947291,41.943843747004564,-87.64517863409954,Japanese,14
Boystown,41.943883299999996,-87.64926690000001,Nano Sushi,5005f4d8e4b002af39cd891f,41.9402227922209,-87.6491947756793,Sushi,8
Boystown,41.943883299999996,-87.64926690000001,Shake Shack,5beb051d75eee4002c5b12cf,41.946580119387995,-87.65590574189893,Burgers,12
Boystown,41.943883299999996,-87.64926690000001,Salad House,4ca1484a03133704216882d5,41.9398575,-87.64464570000001,Salad,25
Boystown,41.943883299999996,-87.64926690000001,Aloha Poke Co.,5786ae30498eaf0ef1690ad1,41.940017248768505,-87.65100574906332,Poke Place,35
Boystown,41.943883299999996,-87.64926690000001,Bites Asian Tapas,52805282498e30298a68a903,41.942159564670156,-87.65242686622301,Tapas,47
Boystown,41.943883299999996,-87.64926690000001,Giordano's,4aa6b025f964a520a94a20e3,41.9400946,-87.65569479999999,Pizza,129
Boystown,41.943883299999996,-87.64926690000001,Vanille Patisserie,56b3e963498eb80f289f1736,41.941288503850295,-87.64435846756929,Bakery,25
Boystown,41.943883299999996,-87.64926690000001,Strings Ramen Shop Lakeview,5961c72050a6f05c639873e0,41.939924602320154,-87.65234595922921,Ramen,27
Boystown,41.943883299999996,-87.64926690000001,Si-Pie Pizzeria,54d2ec10498eb8428f864b43,41.94537329691623,-87.64610287449345,Pizza,15
Boystown,41.943883299999996,-87.64926690000001,The Roost Carolina Kitchen,5c311d99dee770002c2f4064,41.945392,-87.655169,Fried Chicken,7
Boystown,41.943883299999996,-87.64926690000001,Banh Mi & Co,4ee25c0f5c5cfd2133bda0bd,41.93884930032683,-87.64433804973427,Vietnamese,69
Boystown,41.943883299999996,-87.64926690000001,Pizzaiolo,4fbafa75e4b03e1f0d69307a,41.949326377047406,-87.64912184407213,Pizza,11
Boystown,41.943883299999996,-87.64926690000001,Kitchen 17,518450ea498ea97c47d47939,41.93915623405347,-87.64487071100491,Vegetarian / Vegan,40
Boystown,41.943883299999996,-87.64926690000001,Drew's on Halsted,4aa60320f964a520a74920e3,41.94006756573268,-87.64921210350937,American,67
Boystown,41.943883299999996,-87.64926690000001,Maison Marcel,596b5b0da9fe12520f37a658,41.93820396172286,-87.6444201149588,Bakery,30
Boystown,41.943883299999996,-87.64926690000001,Joy's Noodles,4a9ae81cf964a520853320e3,41.94176439361703,-87.64444254228327,Noodles,131
Boystown,41.943883299999996,-87.64926690000001,The Flower Flat,4b608727f964a520c2eb29e3,41.947644766687375,-87.64641689989232,Breakfast,15
Boystown,41.943883299999996,-87.64926690000001,Jersey Mike's Subs,50b4198ae4b02eea5da11c4a,41.939245,-87.644514,Sandwiches,37
Boystown,41.943883299999996,-87.64926690000001,Ukai Japanese Restaurant,4c5851eab7a31b8d243d52da,41.93984151865222,-87.65642601193103,Japanese,63
Boystown,41.943883299999996,-87.64926690000001,Ceres' Table,534d67cb498e8395c7862422,41.93841384562982,-87.64439752918331,Italian,55
Boystown,41.943883299999996,-87.64926690000001,Wrigley BBQ,50888a03498eeaf8ab0610e6,41.947034,-87.646891,BBQ,72
Boystown,41.943883299999996,-87.64926690000001,Glaze Teriyaki,5591d9b5498e462cb30a5f4c,41.938049739321144,-87.64435696059469,Japanese,55
Boystown,41.943883299999996,-87.64926690000001,West Town Bakery & Tap,5ac772e6a22db76045b2d16c,41.94791720071208,-87.65699787990285,Bakery,8
Boystown,41.943883299999996,-87.64926690000001,Bittersweet Pastry Shop & Cafe,4a14ef13f964a5208c781fe3,41.93986918445295,-87.65736291683069,Bakery,63
Boystown,41.943883299999996,-87.64926690000001,Tom Yum Cafe,548f8c6e498ee91559a69b2e,41.9379046811624,-87.64461117701114,Thai,16
Boystown,41.943883299999996,-87.64926690000001,Philly's Best,4a288d3ef964a5202f951fe3,41.93991455083536,-87.65187466559651,Sandwiches,44
Boystown,41.943883299999996,-87.64926690000001,The Bagel,4a25b21af964a520817e1fe3,41.93787106630728,-87.64418206396057,Bagels,128
Boystown,41.943883299999996,-87.64926690000001,Houndstooth Saloon,4a6fc096f964a520f3d61fe3,41.943515616702534,-87.65330186179463,Southern / Soul,121
Boystown,41.943883299999996,-87.64926690000001,Anatolia Turkish Kitchen,5890f90a266c1159cd96794c,41.939113,-87.64420799999999,Mediterranean,7
Boystown,41.943883299999996,-87.64926690000001,El Burrito Mexicano,4a7d1e95f964a52085ee1fe3,41.94736148806654,-87.65340732542971,Mexican,48
Boystown,41.943883299999996,-87.64926690000001,Subway,4bd4d3736798ef3bbf80628d,41.947097860868205,-87.65391168279713,Sandwiches,13
Boystown,41.943883299999996,-87.64926690000001,Chipotle Mexican Grill,4ab80b9df964a520f17b20e3,41.939730873361896,-87.65514537055225,Mexican,71
Boystown,41.943883299999996,-87.64926690000001,Bamboo Garden,4b5cc736f964a520874329e3,41.94003109105882,-87.65082256817263,Chinese,8
Boystown,41.943883299999996,-87.64926690000001,Old Crow Smokehouse,5274396411d2b8a3b61414e1,41.945972746512545,-87.65570552813291,BBQ,211
Boystown,41.943883299999996,-87.64926690000001,Rice'N Bread,4b923ca1f964a520cbed33e3,41.94456407690454,-87.65420805213503,Korean,24
Boystown,41.943883299999996,-87.64926690000001,The Clark Street Dog,44ef25f6f964a520eb371fe3,41.93766465251699,-87.64907161640255,Hot Dogs,111
Boystown,41.943883299999996,-87.64926690000001,Salsita,53a52919498ebd730dba2b1a,41.94946030973786,-87.64963708386503,Mexican,24
Boystown,41.943883299999996,-87.64926690000001,Las Mañanitas,49ca69fff964a520a8581fe3,41.94622233137944,-87.64942818280193,Mexican,60
Boystown,41.943883299999996,-87.64926690000001,Cesar's Killer Margaritas,4acfe615f964a520c8d620e3,41.939453799999995,-87.6504922,Mexican,148
Boystown,41.943883299999996,-87.64926690000001,IHOP,4a84f4dff964a520f2fd1fe3,41.95105307023347,-87.6498170630657,Breakfast,182
Boystown,41.943883299999996,-87.64926690000001,Hot Doug's,559985b8498e7b1bc8f6d36a,41.94866583631323,-87.65446487462204,Hot Dogs,9
Boystown,41.943883299999996,-87.64926690000001,Milt's Barbecue for the Perplexed,50ff4074e4b0a270f9b44316,41.9437047473274,-87.64499751312442,BBQ,48
Boystown,41.943883299999996,-87.64926690000001,Jai Yen,4b526ee1f964a5201d7d27e3,41.950132787720406,-87.64898137258442,Japanese,43
Boystown,41.943883299999996,-87.64926690000001,Eggsperience Pancakes & Cafe,5ab2777fbcbf7a4240c3ed42,41.941054370705345,-87.64425926900263,Café,11
Boystown,41.943883299999996,-87.64926690000001,Einstein Bros Bagels,4f329dca19836c91c7e925b4,41.942846,-87.644543,Bagels,0
Boystown,41.943883299999996,-87.64926690000001,Dutch & Doc’s,5b06d0acbfc6d0002cd2d2d9,41.9474543,-87.65675809999998,American,25
Boystown,41.943883299999996,-87.64926690000001,Sheffield Grill,4a984d42f964a520622b20e3,41.94785030200529,-87.65520883748967,American,5
Boystown,41.943883299999996,-87.64926690000001,Earth's Kitchen,57523030498e524861f7636b,41.949636574647066,-87.64946862001158,Japanese,7
Boystown,41.943883299999996,-87.64926690000001,Wingstop,59f1205f018cbb078cfd3113,41.949690000000004,-87.64909499999999,Wings,2
Boystown,41.943883299999996,-87.64926690000001,Mortar & Pestle,563938dbcd104e94649a6d00,41.9379526425388,-87.64441738676763,Modern European,34
Boystown,41.943883299999996,-87.64926690000001,Smoke Daddy,5acd27e57247507ed95e93b3,41.94807991198449,-87.65714550246794,BBQ,22
Boystown,41.943883299999996,-87.64926690000001,Buena Vista,4ae10b14f964a520d18421e3,41.938971440842856,-87.64437383596741,Mexican,25
Boystown,41.943883299999996,-87.64926690000001,My Fit Foods,51b36da3498e11589818d1cd,41.949201057715065,-87.64957073921533,Gluten-free,7
Boystown,41.943883299999996,-87.64926690000001,Diva Thai & Sushi Bar,4cbe16fb19ceb1f7017f1bcd,41.94677309786129,-87.6495628959867,Sushi,48
Boystown,41.943883299999996,-87.64926690000001,Chicken Hut,4a03954af964a520cd711fe3,41.94002098066492,-87.64444649572451,American,24
Boystown,41.943883299999996,-87.64926690000001,Dunkin',532488dc498e89b38c11821c,41.94708267712055,-87.65381170885456,Donuts,15
Boystown,41.943883299999996,-87.64926690000001,Pizza Hut,504a526ce4b0c4f4a35e2799,41.936819091589896,-87.6475948921871,Pizza,8
Boystown,41.943883299999996,-87.64926690000001,Subway,4b66118bf964a520da112be3,41.937188384716784,-87.64801341359367,Sandwiches,9
Boystown,41.943883299999996,-87.64926690000001,On The Bun,526acbce11d2b20e4a552112,41.947727,-87.647284,Burgers,6
Boystown,41.943883299999996,-87.64926690000001,Little Wok,57acff8d498eb07bbad449af,41.939051197513656,-87.64443693098396,Sushi,11
Boystown,41.943883299999996,-87.64926690000001,Big Jim's,58e051fe44587f5a08ff2699,41.945682,-87.649159,Restaurant,6
Boystown,41.943883299999996,-87.64926690000001,Bacci Pizzeria,4a139eddf964a520f3771fe3,41.94731884735445,-87.65391851681923,Pizza,19
Boystown,41.943883299999996,-87.64926690000001,Tasty Asian Restaurant,561b21a5498ee34e516af255,41.945606,-87.646473,Chinese,5
Boystown,41.943883299999996,-87.64926690000001,Uni Grill,53ab709b498eebdfcb480e15,41.945634999999996,-87.646159,Korean,0
Boystown,41.943883299999996,-87.64926690000001,Taco & Burrito House,4b4f8032f964a520120927e3,41.93775719646077,-87.64436831165199,Mexican,19
Boystown,41.943883299999996,-87.64926690000001,Cafe Michael,4e7e6e6bbe7b49b7b93c8592,41.94771879765034,-87.64316207875824,Café,0
Roscoe Village,41.94328,-87.679406,Hot Woks Cool Sushi,4c62ee7eedd320a1b620ae29,41.94327801356496,-87.67976991170346,Sushi,29
Roscoe Village,41.94328,-87.679406,Turquoise Restaurant & Cafe,4b57d441f964a520044328e3,41.94309878004518,-87.68269798114439,Mediterranean,106
Roscoe Village,41.94328,-87.679406,Cuba 312,558c9d4b498e31b677d60084,41.94348,-87.68063000000001,Cuban,15
Roscoe Village,41.94328,-87.679406,Kitsch'n on Roscoe,4b23d298f964a520765a24e3,41.94316886944609,-87.67866963138495,Breakfast,77
Roscoe Village,41.94328,-87.679406,Costello Sandwiches & Sides,4b3fd428f964a520e2af25e3,41.943142727912004,-87.67916327720732,Sandwiches,36
Roscoe Village,41.94328,-87.679406,Piazza Bella Trattoria & Osteria,4b51ff82f964a520396027e3,41.943222134559896,-87.68155661504429,Italian,17
Roscoe Village,41.94328,-87.679406,Commonwealth Tavern,52d737b211d27fc53aee6e0c,41.94335177867326,-87.6785045516806,American,65
Roscoe Village,41.94328,-87.679406,Tony's Burrito Mex,4adc8bf4f964a520172d21e3,41.93952180656446,-87.67831441867297,Mexican,63
Roscoe Village,41.94328,-87.679406,Frasca Pizzeria & Wine Bar,40ef3180f964a520480a1fe3,41.94336246844585,-87.67130156943422,Pizza,156
Roscoe Village,41.94328,-87.679406,Le Sud,5ba827753e6741002c31df06,41.943004560559174,-87.6857745290624,French,13
Roscoe Village,41.94328,-87.679406,Cafe Orchid,4a0627d0f964a520c4721fe3,41.947078890873925,-87.67326646205645,Middle Eastern,59
Roscoe Village,41.94328,-87.679406,Orange on Roscoe at Damen,4b097e4af964a520351823e3,41.94320613343793,-87.67893976362663,Breakfast,57
Roscoe Village,41.94328,-87.679406,Altiro Latin Fusion,556275d4498ecfe4c366ffb3,41.943178049042274,-87.6816494455356,Mexican,9
Roscoe Village,41.94328,-87.679406,The Burrito House,4ab2c339f964a5203b6c20e3,41.94648253298315,-87.67328254148957,Burritos,82
Roscoe Village,41.94328,-87.679406,Dinkel's Bakery,4a08a8b7f964a52005741fe3,41.94233472521365,-87.67053082884287,Bakery,133
Roscoe Village,41.94328,-87.679406,Give Me Some Sugar,4eb61f286d86ba38adf291ca,41.93949853221092,-87.68335992101021,Bakery,6
